Primary Source
https://twitter.com/ProfRayJ/status/1664241587604299783
https://www.capetownetc.com/conservation/saps-operation-leads-to-the-rescue-of-a-pregnant-pangolin-in-cape-town/
https://lowvelder.co.za/825835/alleged-rhino-poaching-kingpin-nabbed-again/
https://vienkiemsat.hatinh.gov.vn/vks/portal/read/tin-phap-luat/news/vien-ksnd-huyen-can-loc-phe-chuan-quyet-dinh-khoi-to-doi-tuong-mua-ban-trai-phep.html
https://malawi24.com/2023/05/29/two-mozambicans-found-with-pangolin-in-malawi/
https://thestreetjournal.org/customs-seizes-pangolin-scales-worth-n432m-in-bauchi/
https://baokiengiang.vn/thoi-su/bat-qua-tang-hai-doi-tuong-buon-ban-dong-vat-rung-quy-hiem-13983.html
https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=46488
